candidate_id,name,primary_family,primary_title,years_experience,seniority,location,work_authorization,domain,top_skills,education_level,degree_major,last_updated,resume_text
CAND-1216,Emma Patel,backend,Senior Software Engineer,0,Junior,"San Francisco, CA",F1 OPT,FinTech,CI/CD;Django;FastAPI;GCP;Java;Kubernetes;PostgreSQL;Python;REST APIs;Redis;Spring;Terraform;gRPC,PhD,Electrical Engineering,2025-08-22,"Emma Patel — Software Engineer
    Location: San Francisco, CA
    Summary: Software Engineer with 0 years of experience in FinTech. Strong in CI/CD, Django, FastAPI, GCP.

    Experience:
    Stark Systems (FinTech) — Software Engineer
    - Optimized data quality checks for Retail clients, improving key metrics by 15%.
- Delivered dashboards for EdTech clients, improving key metrics by 3x.
- Designed dashboards for Retail clients, improving key metrics by 25%.
- Implemented dashboards for Media clients, improving key metrics by 35%.
- Tech: PostgreSQL, REST APIs, Docker, GCP, Redis.

    Skills: CI/CD, Django, FastAPI, GCP, Java, Kubernetes, PostgreSQL, Python, REST APIs, Redis, Spring, Terraform, gRPC
    Education: PhD in Electrical Engineering"
CAND-1217,Aarthi Martinez,frontend,Frontend Engineer,6,Senior,"Chicago, IL",Requires Sponsorship,FinTech,Accessibility;CSS;Cypress;Figma;HTML;JavaScript;Next.js;REST APIs;React;Redux;Tailwind;Testing Library;TypeScript,Bootcamp,Statistics,2025-02-17,"Aarthi Martinez — Frontend Engineer
    Location: Chicago, IL
    Summary: Frontend Engineer with 6 years of experience in FinTech. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Hooli (FinTech) — Frontend Engineer
    - Delivered fraud detection models for Media clients, improving key metrics by 2x.
- Delivered experiment frameworks for E-commerce clients, improving key metrics by 20%.
- Improved experiment frameworks for Logistics clients, improving key metrics by 35%.
- Analyzed forecasting pipelines for Cybersecurity clients, improving key metrics by 2x.
- Tech: TypeScript, Redux, Figma, Testing Library, Next.js.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, JavaScript, Next.js, REST APIs, React, Redux, Tailwind, Testing Library, TypeScript
    Education: Bootcamp in Statistics"
CAND-1218,Noah Smith,data_analyst,Data Analyst,6,Senior,Remote,Requires Sponsorship,E-commerce,A/B testing;BigQuery;Data modeling;Data visualization;Excel;NumPy;Pandas;PostgreSQL;Python;dbt,Associate,Mathematics,2025-06-04,"Noah Smith — Data Analyst
    Location: Remote
    Summary: Data Analyst with 6 years of experience in E-commerce. Strong in A/B testing, BigQuery, Data modeling, Data visualization.

    Experience:
    Stark Systems (E-commerce) — Data Analyst
    - Delivered experiment frameworks for EdTech clients, improving key metrics by 35%.
- Migrated monitoring alerts for Media clients, improving key metrics by 15%.
- Migrated experiment frameworks for Insurance clients, improving key metrics by 50%.
- Tech: Data visualization, Tableau, ETL, Excel, Data modeling.

    Skills: A/B testing, BigQuery, Data modeling, Data visualization, Excel, NumPy, Pandas, PostgreSQL, Python, dbt
    Education: Associate in Mathematics"
CAND-1219,Taylor Harris,ml_engineer,MLOps Engineer,3,Mid,"Austin, TX",Requires Sponsorship,EdTech,Azure;FastAPI;Feature engineering;Kubernetes;Pinecone;Python;RAG;TensorFlow;Vertex AI,PhD,Data Science,2025-12-08,"Taylor Harris — Senior ML Engineer
    Location: Austin, TX
    Summary: Senior ML Engineer with 3 years of experience in EdTech. Strong in Azure, FastAPI, Feature engineering, Kubernetes.

    Experience:
    Globex (EdTech) — Senior ML Engineer
    - Built customer segmentation for EdTech clients, improving key metrics by 25%.
- Implemented API services for Cybersecurity clients, improving key metrics by 50%.
- Improved recommendation models for E-commerce clients, improving key metrics by 10%.
- Built retrieval pipelines for Logistics clients, improving key metrics by 3x.
- Tech: RAG, SageMaker, scikit-learn, GCP, Pinecone.

    Skills: Azure, FastAPI, Feature engineering, Kubernetes, Pinecone, Python, RAG, TensorFlow, Vertex AI
    Education: PhD in Data Science"
CAND-1220,Ethan Wilson,frontend,Frontend Engineer,4,Mid,"Seattle, WA",H1B,FinTech,Accessibility;CSS;Cypress;Figma;HTML;JavaScript;Next.js;REST APIs;React;Redux;Tailwind;Testing Library;TypeScript,Associate,Statistics,2025-07-09,"Ethan Wilson — UI Engineer
    Location: Seattle, WA
    Summary: UI Engineer with 4 years of experience in FinTech. Strong in Accessibility, CSS, Cypress, Figma.

    Experience:
    Stark Systems (FinTech) — UI Engineer
    - Migrated ETL pipelines for Logistics clients, improving key metrics by 10%.
- Optimized monitoring alerts for Healthcare clients, improving key metrics by 15%.
- Implemented data quality checks for Logistics clients, improving key metrics by 20%.
- Improved vector indexes for E-commerce clients, improving key metrics by 2x.
- Tech: Redux, Accessibility, REST APIs, HTML, React.

    Skills: Accessibility, CSS, Cypress, Figma, HTML, JavaScript, Next.js, REST APIs, React, Redux, Tailwind, Testing Library, TypeScript
    Education: Associate in Statistics"
CAND-1221,Ethan Moore,data_analyst,Data Analyst,10,Senior,Remote,No Sponsorship Needed,EdTech,A/B testing;BigQuery;Data modeling;Excel;Jupyter;Looker;NumPy;PostgreSQL;Power BI;Python;SQL;Tableau;dbt,BS,Computer Science,2025-03-15,"Ethan Moore — BI Analyst
    Location: Remote
    Summary: BI Analyst with 10 years of experience in EdTech. Strong in A/B testing, BigQuery, Data modeling, Excel.

    Experience:
    Hooli (EdTech) — BI Analyst
    - Migrated fraud detection models for Healthcare clients, improving key metrics by 20%.
- Optimized LLM-powered assistants for Logistics clients, improving key metrics by 25%.
- Delivered recommendation models for Healthcare clients, improving key metrics by 15%.
- Tech: Pandas, BigQuery, Data visualization, Airflow, Snowflake.

    Skills: A/B testing, BigQuery, Data modeling, Excel, Jupyter, Looker, NumPy, PostgreSQL, Power BI, Python, SQL, Tableau, dbt
    Education: BS in Computer Science"
CAND-1222,Noah Smith,data_analyst,BI Analyst,7,Senior,"Chicago, IL",US Citizen,FinTech,A/B testing;Airflow;BigQuery;Data modeling;Data visualization;ETL;Excel;NumPy;Power BI;Snowflake;Statistics;Tableau,Associate,Information Systems,2025-08-28,"Noah Smith — Data Analyst
    Location: Chicago, IL
    Summary: Data Analyst with 7 years of experience in FinTech. Strong in A/B testing, Airflow, BigQuery, Data modeling.

    Experience:
    Soylent Analytics (FinTech) — Data Analyst
    - Migrated monitoring alerts for Retail clients, improving key metrics by 20%.
- Analyzed customer segmentation for Healthcare clients, improving key metrics by 25%.
- Analyzed retrieval pipelines for Insurance clients, improving key metrics by 35%.
- Tech: Tableau, Looker, Data modeling, SQL, Pandas.

    Skills: A/B testing, Airflow, BigQuery, Data modeling, Data visualization, ETL, Excel, NumPy, Power BI, Snowflake, Statistics, Tableau
    Education: Associate in Information Systems"
CAND-1223,Mia Anderson,data_analyst,BI Analyst,3,Mid,"Dallas, TX",No Sponsorship Needed,Healthcare,Airflow;Dashboarding;Data visualization;ETL;Excel;Jupyter;Looker;Python;SQL;Statistics;Tableau;dbt,PhD,Computer Science,2025-09-13,"Mia Anderson — Analytics Engineer
    Location: Dallas, TX
    Summary: Analytics Engineer with 3 years of experience in Healthcare. Strong in Airflow, Dashboarding, Data visualization, ETL.

    Experience:
    Initech (Healthcare) — Analytics Engineer
    - Improved monitoring alerts for Media clients, improving key metrics by 3x.
- Automated retrieval pipelines for Healthcare clients, improving key metrics by 50%.
- Built fraud detection models for Insurance clients, improving key metrics by 20%.
- Implemented API services for E-commerce clients, improving key metrics by 50%.
- Delivered customer segmentation for EdTech clients, improving key metrics by 50%.
- Tech: Data visualization, Power BI, PostgreSQL, Excel, Airflow.

    Skills: Airflow, Dashboarding, Data visualization, ETL, Excel, Jupyter, Looker, Python, SQL, Statistics, Tableau, dbt
    Education: PhD in Computer Science"
CAND-1224,Olivia Davis,ml_engineer,Applied Scientist,7,Senior,"Austin, TX",Green Card,Logistics,Azure;CI/CD;Chroma;FAISS;Feature engineering;GCP;Kubernetes;MLflow;Model deployment;Monitoring;PyTorch;SageMaker;Vector databases,MS,Statistics,2025-09-02,"Olivia Davis — MLOps Engineer
    Location: Austin, TX
    Summary: MLOps Engineer with 7 years of experience in Logistics. Strong in Azure, CI/CD, Chroma, FAISS.

    Experience:
    Hooli (Logistics) — MLOps Engineer
    - Delivered fraud detection models for Logistics clients, improving key metrics by 35%.
- Designed customer segmentation for Media clients, improving key metrics by 35%.
- Migrated ETL pipelines for Healthcare clients, improving key metrics by 3x.
- Tech: Model deployment, Feature engineering, GCP, MLflow, AWS.

    Skills: Azure, CI/CD, Chroma, FAISS, Feature engineering, GCP, Kubernetes, MLflow, Model deployment, Monitoring, PyTorch, SageMaker, Vector databases
    Education: MS in Statistics"
CAND-1225,Sam Lee,data_analyst,Analytics Engineer,6,Senior,"Austin, TX",US Citizen,Healthcare,Dashboarding;Data modeling;Data visualization;ETL;Jupyter;NumPy;Power BI;Snowflake;Tableau,PhD,Electrical Engineering,2026-01-17,"Sam Lee — Senior Data Analyst
    Location: Austin, TX
    Summary: Senior Data Analyst with 6 years of experience in Healthcare. Strong in Dashboarding, Data modeling, Data visualization, ETL.

    Experience:
    Stark Systems (Healthcare) — Senior Data Analyst
    - Implemented data quality checks for Cybersecurity clients, improving key metrics by 15%.
- Delivered recommendation models for FinTech clients, improving key metrics by 10%.
- Analyzed monitoring alerts for E-commerce clients, improving key metrics by 2x.
- Implemented LLM-powered assistants for FinTech clients, improving key metrics by 10%.
- Tech: Snowflake, A/B testing, PostgreSQL, Pandas, Looker.

    Skills: Dashboarding, Data modeling, Data visualization, ETL, Jupyter, NumPy, Power BI, Snowflake, Tableau
    Education: PhD in Electrical Engineering"
CAND-1226,Rahul Martinez,genai,GenAI Engineer,4,Mid,"San Francisco, CA",US Citizen,Retail,Chroma;Docker;FAISS;LLMs;LangGraph;OpenAI API;Pinecone;Prompt engineering;Python;RAG;Vector databases;Vertex AI,MS,Electrical Engineering,2025-12-29,"Rahul Martinez — LLM Engineer
    Location: San Francisco, CA
    Summary: LLM Engineer with 4 years of experience in Retail. Strong in Chroma, Docker, FAISS, LLMs.

    Experience:
    Soylent Analytics (Retail) — LLM Engineer
    - Built LLM-powered assistants for Cybersecurity clients, improving key metrics by 2x.
- Improved customer segmentation for Retail clients, improving key metrics by 35%.
- Built retrieval pipelines for FinTech clients, improving key metrics by 50%.
- Migrated monitoring alerts for Insurance clients, improving key metrics by 3x.
- Tech: Docker, LLMs, Guardrails, Prompt engineering, Vertex AI.

    Skills: Chroma, Docker, FAISS, LLMs, LangGraph, OpenAI API, Pinecone, Prompt engineering, Python, RAG, Vector databases, Vertex AI
    Education: MS in Electrical Engineering"
CAND-1227,Nina White,data_analyst,Senior Data Analyst,2,Junior,"New York, NY",H1B,FinTech,Airflow;BigQuery;Dashboarding;Data visualization;Looker;NumPy;Power BI;Python;Snowflake;Tableau;dbt,PhD,Statistics,2025-09-28,"Nina White — Senior Data Analyst
    Location: New York, NY
    Summary: Senior Data Analyst with 2 years of experience in FinTech. Strong in Airflow, BigQuery, Dashboarding, Data visualization.

    Experience:
    Acme Corp (FinTech) — Senior Data Analyst
    - Delivered LLM-powered assistants for Logistics clients, improving key metrics by 50%.
- Analyzed dashboards for Cybersecurity clients, improving key metrics by 25%.
- Built data quality checks for Cybersecurity clients, improving key metrics by 20%.
- Automated API services for Healthcare clients, improving key metrics by 3x.
- Built data quality checks for Retail clients, improving key metrics by 2x.
- Tech: Snowflake, SQL, Tableau, PostgreSQL, NumPy.

    Skills: Airflow, BigQuery, Dashboarding, Data visualization, Looker, NumPy, Power BI, Python, Snowflake, Tableau, dbt
    Education: PhD in Statistics"
CAND-1228,Nandita Harris,data_analyst,Senior Data Analyst,2,Junior,"Seattle, WA",US Citizen,Healthcare,A/B testing;Data modeling;Data visualization;Excel;Looker;NumPy;Pandas;PostgreSQL;Power BI;SQL;Statistics,Associate,Data Science,2025-07-01,"Nandita Harris — Analytics Engineer
    Location: Seattle, WA
    Summary: Analytics Engineer with 2 years of experience in Healthcare. Strong in A/B testing, Data modeling, Data visualization, Excel.

    Experience:
    Initech (Healthcare) — Analytics Engineer
    - Automated monitoring alerts for FinTech clients, improving key metrics by 15%.
- Automated monitoring alerts for Healthcare clients, improving key metrics by 50%.
- Optimized API services for E-commerce clients, improving key metrics by 20%.
- Tech: BigQuery, PostgreSQL, dbt, Python, Looker.

    Skills: A/B testing, Data modeling, Data visualization, Excel, Looker, NumPy, Pandas, PostgreSQL, Power BI, SQL, Statistics
    Education: Associate in Data Science"
CAND-1229,Aria Smith,genai,AI Engineer,6,Senior,"Atlanta, GA",H1B,Media,Azure OpenAI;Evaluation;FAISS;LLMs;LangChain;LangGraph;OpenAI API;Prompt engineering;Python;Vector databases;Vertex AI,MS,Information Systems,2025-05-30,"Aria Smith — AI Engineer
    Location: Atlanta, GA
    Summary: AI Engineer with 6 years of experience in Media. Strong in Azure OpenAI, Evaluation, FAISS, LLMs.

    Experience:
    Umbrella Health (Media) — AI Engineer
    - Automated LLM-powered assistants for Retail clients, improving key metrics by 20%.
- Improved API services for Cybersecurity clients, improving key metrics by 10%.
- Designed experiment frameworks for Insurance clients, improving key metrics by 15%.
- Tech: Vector databases, Docker, Chroma, RAG, Kubernetes.

    Skills: Azure OpenAI, Evaluation, FAISS, LLMs, LangChain, LangGraph, OpenAI API, Prompt engineering, Python, Vector databases, Vertex AI
    Education: MS in Information Systems"
CAND-1230,Sophia Thomas,genai,AI Engineer,6,Senior,"Chicago, IL",Green Card,Cybersecurity,Azure OpenAI;Chroma;Docker;Evaluation;Guardrails;Kubernetes;LLMs;LangChain;LangGraph;Pinecone;Prompt engineering;RAG;Vertex AI,BS,Data Science,2025-11-28,"Sophia Thomas — Senior AI Engineer
    Location: Chicago, IL
    Summary: Senior AI Engineer with 6 years of experience in Cybersecurity. Strong in Azure OpenAI, Chroma, Docker, Evaluation.

    Experience:
    Acme Corp (Cybersecurity) — Senior AI Engineer
    - Optimized ETL pipelines for Retail clients, improving key metrics by 20%.
- Migrated customer segmentation for Insurance clients, improving key metrics by 10%.
- Optimized data quality checks for Cybersecurity clients, improving key metrics by 15%.
- Built customer segmentation for FinTech clients, improving key metrics by 15%.
- Deployed ETL pipelines for EdTech clients, improving key metrics by 10%.
- Tech: LangChain, Azure OpenAI, Evaluation, RAG, Chroma.

    Skills: Azure OpenAI, Chroma, Docker, Evaluation, Guardrails, Kubernetes, LLMs, LangChain, LangGraph, Pinecone, Prompt engineering, RAG, Vertex AI
    Education: BS in Data Science"
CAND-1231,Ava Patel,data_analyst,Analytics Engineer,10,Senior,"New York, NY",Requires Sponsorship,Insurance,A/B testing;Airflow;BigQuery;Data visualization;Looker;NumPy;Pandas;PostgreSQL;Power BI;Tableau,BS,Computer Science,2026-02-04,"Ava Patel — Senior Data Analyst
    Location: New York, NY
    Summary: Senior Data Analyst with 10 years of experience in Insurance. Strong in A/B testing, Airflow, BigQuery, Data visualization.

    Experience:
    Stark Systems (Insurance) — Senior Data Analyst
    - Automated monitoring alerts for Insurance clients, improving key metrics by 3x.
- Deployed fraud detection models for Healthcare clients, improving key metrics by 15%.
- Designed recommendation models for FinTech clients, improving key metrics by 35%.
- Delivered vector indexes for Insurance clients, improving key metrics by 50%.
- Tech: Pandas, Tableau, Excel, dbt, ETL.

    Skills: A/B testing, Airflow, BigQuery, Data visualization, Looker, NumPy, Pandas, PostgreSQL, Power BI, Tableau
    Education: BS in Computer Science"
